Symbol,Exchange,Company_Name,PE_Ratio,ROE,Debt_To_Equity,Revenue_Growth_YoY,Profit_Growth_YoY,Operating_Cashflow,Promoter_Holding,FII_DII_Pct,Public_Pct,Latest_Close,EMA_50,EMA_200,RSI_14,Trend
RAJOOENG.NS,NSE,RAJOOENG.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹75,375,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
BAJEL.NS,NSE,BAJEL.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹273,224,991",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
IDEAFORGE.NS,NSE,IDEAFORGE.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹1,316,625,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
OFSS.NS,NSE,OFSS.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹17,437,500,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
DLINKINDIA.NS,NSE,DLINKINDIA.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹700,199,982",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
NAVA.NS,NSE,NAVA.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹889,725,037",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
AWFIS.NS,NSE,AWFIS.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹438,300,018",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
GKSL.NS,NSE,GKSL.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹197,144,989",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
BFINVEST.NS,NSE,BFINVEST.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹714,750,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
ABB.NS,NSE,ABB.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹10,806,750,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
NH.NS,NSE,NH.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹3,056,100,037",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
BFUTILITIE.NS,NSE,BFUTILITIE.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹935,175,018",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
THANGAMAYL.NS,NSE,THANGAMAYL.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹9,925,500,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
PROTEAN.NS,NSE,PROTEAN.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹886,574,982",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
SUDEEPPHRM.NS,NSE,SUDEEPPHRM.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹1,271,475,037",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
TBOTEK.NS,NSE,TBOTEK.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹2,186,399,963",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
STYLEBAAZA.NS,NSE,STYLEBAAZA.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹450,449,982",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
FDC.NS,NSE,FDC.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹636,150,009",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
NELCAST.NS,NSE,NELCAST.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹198,030,006",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
CPPLUS.NS,NSE,CPPLUS.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹5,578,950,073",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
BEML.NS,NSE,BEML.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹2,767,500,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
TIPSMUSIC.NS,NSE,TIPSMUSIC.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹998,250,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
EVEREADY.NS,NSE,EVEREADY.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹528,525,009",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
GODREJIND.NS,NSE,GODREJIND.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹2,069,100,037",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
METROPOLIS.NS,NSE,METROPOLIS.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹857,475,037",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
GHCL.NS,NSE,GHCL.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹654,824,982",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
JAIBALAJI.NS,NSE,JAIBALAJI.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹98,145,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
TIINDIA.NS,NSE,TIINDIA.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹4,409,549,927",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
DREDGECORP.NS,NSE,DREDGECORP.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹1,545,899,963",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
HGINFRA.NS,NSE,HGINFRA.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹834,449,982",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
SANSERA.NS,NSE,SANSERA.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹4,882,200,073",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
RSWM.NS,NSE,RSWM.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹316,094,994",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
MGEL.NS,NSE,MGEL.NS,16.49,16.40%,0.38,12.80%,14.50%,"₹24,735,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
GREENPLY.NS,NSE,GREENPLY.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹474,375,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
HCL-INSYS.NS,NSE,HCL-INSYS.NS,11.94,16.40%,0.38,12.80%,14.50%,"₹17,909,999",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
GAYAHWS.NS,NSE,GAYAHWS.NS,1.92,16.40%,0.38,12.80%,14.50%,"₹2,880,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
ONESOURCE.NS,NSE,ONESOURCE.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹2,460,000,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
SIRCA.NS,NSE,SIRCA.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹590,025,009",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
TNPETRO.NS,NSE,TNPETRO.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹142,575,005",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
SCILAL.NS,NSE,SCILAL.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹63,300,001",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
63MOONS.NS,NSE,63MOONS.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹1,079,625,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
AXISCADES.NS,NSE,AXISCADES.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹2,416,049,927",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
BHARTIHEXA.NS,NSE,BHARTIHEXA.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹2,459,700,073",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
KIRIINDUS.NS,NSE,KIRIINDUS.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹595,199,982",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
AFFLE.NS,NSE,AFFLE.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹2,250,899,963",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
ULTRACEMCO.NS,NSE,ULTRACEMCO.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹17,718,000,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
ADVANCE.NS,NSE,ADVANCE.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹168,899,998",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
STERTOOLS.NS,NSE,STERTOOLS.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹377,190,010",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
JKPAPER.NS,NSE,JKPAPER.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹562,199,982",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
KAJARIACER.NS,NSE,KAJARIACER.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹1,855,500,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
GRAVITA.NS,NSE,GRAVITA.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹2,760,299,927",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
ROUTE.NS,NSE,ROUTE.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹866,774,963",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
STYL.NS,NSE,STYL.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹600,599,991",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
KIRLPNU.NS,NSE,KIRLPNU.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹2,642,549,927",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
STCINDIA.NS,NSE,STCINDIA.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹181,725,002",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
ESSARSHPNG.NS,NSE,ESSARSHPNG.NS,20.26,16.40%,0.38,12.80%,14.50%,"₹30,390,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
KAMOPAINTS.NS,NSE,KAMOPAINTS.NS,4.60,16.40%,0.38,12.80%,14.50%,"₹6,900,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
HARSHA.NS,NSE,HARSHA.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹636,974,991",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
BRITANNIA.NS,NSE,BRITANNIA.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹7,973,250,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
TMB.NS,NSE,TMB.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹1,223,625,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
PROZONER.NS,NSE,PROZONER.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹63,300,001",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
VISHWARAJ.NS,NSE,VISHWARAJ.NS,5.41,16.40%,0.38,12.80%,14.50%,"₹8,115,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
RAJMET.NS,NSE,RAJMET.NS,3.51,16.40%,0.38,12.80%,14.50%,"₹5,265,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
OMPOWER.NS,NSE,OMPOWER.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹260,849,991",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
IKS.NS,NSE,IKS.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹2,814,450,073",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
UTIAMC.NS,NSE,UTIAMC.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹1,453,125,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
KERNEX.NS,NSE,KERNEX.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹3,292,650,146",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
AXITA.NS,NSE,AXITA.NS,7.50,16.40%,0.38,12.80%,14.50%,"₹11,250,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
VIJIFIN.NS,NSE,VIJIFIN.NS,8.10,16.40%,0.38,12.80%,14.50%,"₹12,150,001",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
SILGO.NS,NSE,SILGO.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹112,634,995",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
IPCALAB.NS,NSE,IPCALAB.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹2,817,000,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
EIHOTEL.NS,NSE,EIHOTEL.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹508,500,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
GOODLUCK.NS,NSE,GOODLUCK.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹2,359,500,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
HOMEFIRST.NS,NSE,HOMEFIRST.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹1,870,649,963",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
VIPIND.NS,NSE,VIPIND.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹455,699,982",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
AARTIPHARM.NS,NSE,AARTIPHARM.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹1,077,375,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
CNL.NS,NSE,CNL.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹1,355,925,018",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
AURIONPRO.NS,NSE,AURIONPRO.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹1,287,524,963",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
THERMAX.NS,NSE,THERMAX.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹6,822,000,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
RISHABH.NS,NSE,RISHABH.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹966,750,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
SUDARSCHEM.NS,NSE,SUDARSCHEM.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹1,604,250,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
ARVINDFASN.NS,NSE,ARVINDFASN.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹710,250,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
SHOPERSTOP.NS,NSE,SHOPERSTOP.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹590,175,018",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
VASCONEQ.NS,NSE,VASCONEQ.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹48,794,998",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
ACI.NS,NSE,ACI.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹815,699,982",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
NILAINFRA.NS,NSE,NILAINFRA.NS,7.13,16.40%,0.38,12.80%,14.50%,"₹10,695,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
STANLEY.NS,NSE,STANLEY.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹233,684,990",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
GODFRYPHLP.NS,NSE,GODFRYPHLP.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹3,127,500,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
GLOBE.NS,NSE,GLOBE.NS,2.17,16.40%,0.38,12.80%,14.50%,"₹3,255,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
UNIVASTU.NS,NSE,UNIVASTU.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹169,319,996",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
GARFIBRES.NS,NSE,GARFIBRES.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹1,155,225,037",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
WAAREERTL.NS,NSE,WAAREERTL.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹1,490,850,037",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
UFBL.NS,NSE,UFBL.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹1,108,649,963",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
MEDANTA.NS,NSE,MEDANTA.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹2,007,750,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
IFGLEXPOR.NS,NSE,IFGLEXPOR.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹332,684,990",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
VIVIDHA.NS,NSE,VIVIDHA.NS,0.51,16.40%,0.38,12.80%,14.50%,"₹765,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
CONCORDBIO.NS,NSE,CONCORDBIO.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹2,008,350,037",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
NEPHROPLUS.NS,NSE,NEPHROPLUS.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹954,675,018",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
VISACHROME.NS,NSE,VISACHROME.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹59,925,001",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
DHAMPURSUG.NS,NSE,DHAMPURSUG.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹214,080,002",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
ROSSTECH.NS,NSE,ROSSTECH.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹1,500,449,982",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
BANCOINDIA.NS,NSE,BANCOINDIA.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹999,300,018",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
SULA.NS,NSE,SULA.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹223,035,004",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
HUHTAMAKI.NS,NSE,HUHTAMAKI.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹333,434,990",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
AKSHOPTFBR.NS,NSE,AKSHOPTFBR.NS,5.88,16.40%,0.38,12.80%,14.50%,"₹8,820,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
TECHNOE.NS,NSE,TECHNOE.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹1,572,750,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
ABREL.NS,NSE,ABREL.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹2,139,899,963",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
RANASUG.NS,NSE,RANASUG.NS,11.93,16.40%,0.38,12.80%,14.50%,"₹17,895,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
WHIRLPOOL.NS,NSE,WHIRLPOOL.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹1,165,574,982",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
JETFREIGHT.NS,NSE,JETFREIGHT.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹36,150,001",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
UNIVCABLES.NS,NSE,UNIVCABLES.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹1,803,450,073",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
HPL.NS,NSE,HPL.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹518,625,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
SUNTV.NS,NSE,SUNTV.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹743,025,009",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
RAMCOCEM.NS,NSE,RAMCOCEM.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹1,399,949,982",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
NAVNETEDUL.NS,NSE,NAVNETEDUL.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹225,674,995",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
ARSHIYA.NS,NSE,ARSHIYA.NS,1.05,16.40%,0.38,12.80%,14.50%,"₹1,575,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
EUROPRATIK.NS,NSE,EUROPRATIK.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹457,650,009",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
SUPREMEIND.NS,NSE,SUPREMEIND.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹5,186,700,073",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
PICCADIL.NS,NSE,PICCADIL.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹1,091,475,037",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
TAKE.NS,NSE,TAKE.NS,20.74,16.40%,0.38,12.80%,14.50%,"₹31,110,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
INDIACEM.NS,NSE,INDIACEM.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹583,349,991",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
DOLLAR.NS,NSE,DOLLAR.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹395,400,009",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
MCLEODRUSS.NS,NSE,MCLEODRUSS.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹79,740,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
INDGN.NS,NSE,INDGN.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹766,500,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
MGL.NS,NSE,MGL.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹1,659,600,037",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
EMCURE.NS,NSE,EMCURE.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹2,685,450,073",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
CIEINDIA.NS,NSE,CIEINDIA.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹691,650,009",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
RSL.NS,NSE,RSL.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹191,654,995",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
TSFINV.NS,NSE,TSFINV.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹718,875,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
PARKHOTELS.NS,NSE,PARKHOTELS.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹194,504,997",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
GANECOS.NS,NSE,GANECOS.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹1,782,450,073",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
BHAGERIA.NS,NSE,BHAGERIA.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹310,695,007",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
KRONOX.NS,NSE,KRONOX.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹229,980,011",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
DDEVPLSTIK.NS,NSE,DDEVPLSTIK.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹437,025,009",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
COUNCODOS.NS,NSE,COUNCODOS.NS,7.36,16.40%,0.38,12.80%,14.50%,"₹11,040,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
KRISHNADEF.NS,NSE,KRISHNADEF.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹1,934,399,963",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
SIMPLEXINF.NS,NSE,SIMPLEXINF.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹392,400,009",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
INDOWIND.NS,NSE,INDOWIND.NS,9.32,16.40%,0.38,12.80%,14.50%,"₹13,980,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
IRMENERGY.NS,NSE,IRMENERGY.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹392,625,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
AARTECH.NS,NSE,AARTECH.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹73,605,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
DIFFNKG.NS,NSE,DIFFNKG.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹587,099,991",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
BASML.NS,NSE,BASML.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹40,035,001",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
ORIENTELEC.NS,NSE,ORIENTELEC.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹261,059,990",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
KCPSUGIND.NS,NSE,KCPSUGIND.NS,21.70,16.40%,0.38,12.80%,14.50%,"₹32,550,001",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
CAPLIPOINT.NS,NSE,CAPLIPOINT.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹3,972,150,146",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
UGROCAP.NS,NSE,UGROCAP.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹146,654,995",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
TIL.NS,NSE,TIL.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹321,134,995",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
